state,county,2016,2017,2018,2019,2020,2021
  Illinois,Vermilion County,165.84,39810.46,165.43,93434.0,82378.0,83421.0
  Illinois,Wabash County,164.48,42723.07,168.69,84389.0,85252.0,86434.0
  Illinois,Warren County,164.48,43143.79,168.69,88372.0,86384.0,87582.0
  Illinois,Washington County,164.48,56130.02,168.69,114685.0,116861.0,118481.0
  Illinois,Wayne County,164.48,40988.03,168.69,85961.0,88958.0,90192.0
  Illinois,White County,164.48,37359.99,168.69,73067.0,73617.0,74638.0
  Illinois,Whiteside County,164.48,52239.71,168.69,108395.0,109859.0,111382.0
  Illinois,Will County,170.99,115400.79,184.9,252441.0,258039.0,260414.0
  Illinois,Williamson County,164.48,49963.25,168.69,127055.0,121906.0,123596.0
  Illinois,Winnebago County,122.22,62503.32,132.57,126961.0,133569.0,134542.0
  Illinois,Woodford County,170.98,81979.21,165.75,165587.0,173713.0,175855.0
  Indiana,Adams County,172.43,64518.53,187.47,129121.0,137297.0,140267.0
  Indiana,Allen County,148.98,68685.58,166.52,138042.0,153065.0,155267.0
  Indiana,Bartholomew County,158.41,72453.93,171.21,166033.0,186730.0,188640.0
  Indiana,Benton County,143.71,53388.85,159.65,94005.0,122078.0,125080.0
  Indiana,Blackford County,172.43,37290.67,187.47,75215.0,74967.0,76588.0
  Indiana,Boone County,157.68,110251.75,178.93,259734.0,276783.0,281477.0
  Indiana,Brown County,157.68,95393.58,178.93,197266.0,205656.0,209144.0
  Indiana,Carroll County,143.71,75983.76,159.65,140740.0,173813.0,178087.0
  Indiana,Cass County,172.43,45503.29,187.47,90195.0,94823.0,96874.0
  Indiana,Clark County,182.65,76187.33,203.24,161066.0,174546.0,176654.0
  Indiana,Clay County,150.3,51574.14,164.51,110174.0,107127.0,108378.0
  Indiana,Clinton County,172.43,54156.45,187.47,109711.0,118396.0,120957.0
  Indiana,Crawford County,172.43,47652.75,187.47,94626.0,97584.0,99695.0
  Indiana,Daviess County,172.43,60825.62,187.47,128172.0,138041.0,141026.0
  Indiana,Dearborn County,156.89,91201.98,175.25,173580.0,181670.0,185431.0
  Indiana,Decatur County,172.43,63526.28,187.47,131548.0,142713.0,145799.0
  Indiana,DeKalb County,172.43,60770.3,187.47,124585.0,131988.0,134843.0
  Indiana,Delaware County,145.74,49351.01,155.79,102430.0,109000.0,111808.0
  Indiana,Dubois County,172.43,75982.5,187.47,157710.0,166180.0,169774.0
  Indiana,Elkhart County,159.93,74009.0,180.08,157922.0,175185.0,176791.0
  Indiana,Fayette County,172.43,45227.69,187.47,86925.0,86966.0,88847.0
  Indiana,Floyd County,182.65,88583.35,203.24,181902.0,199740.0,202152.0
  Indiana,Fountain County,172.43,48314.08,187.47,100111.0,109371.0,111736.0
  Indiana,Franklin County,156.89,84615.61,175.25,159413.0,170795.0,174331.0
  Indiana,Fulton County,172.43,52668.33,187.47,102538.0,110008.0,112387.0
  Indiana,Gibson County,172.18,56045.86,183.37,113705.0,123112.0,125989.0
  Indiana,Grant County,172.43,44906.92,187.47,89140.0,106716.0,109024.0
  Indiana,Greene County,183.3,52025.78,207.26,103027.0,101904.0,104530.0
  Indiana,Hamilton County,157.68,130046.6,178.93,297066.0,312722.0,318025.0
  Indiana,Hancock County,157.68,85454.83,178.93,188357.0,217886.0,221581.0
  Indiana,Harrison County,182.65,75789.06,203.24,149501.0,161471.0,163421.0
  Indiana,Hendricks County,157.68,93622.49,178.93,211159.0,235373.0,239364.0
  Indiana,Henry County,172.43,50573.68,187.47,101483.0,106610.0,108916.0
  Indiana,Howard County,131.19,56056.56,149.67,134461.0,114190.0,114306.0
  Indiana,Huntington County,172.43,55148.71,187.47,110766.0,113830.0,116292.0
  Indiana,Jackson County,172.43,61928.01,187.47,123108.0,133050.0,135928.0
  Indiana,Jasper County,170.99,85512.15,184.9,164586.0,163787.0,165295.0
  Indiana,Jay County,172.43,43849.7,187.47,90090.0,97053.0,99152.0
  Indiana,Jefferson County,172.43,61872.69,187.47,130493.0,141120.0,144172.0
  Indiana,Jennings County,172.43,52668.33,187.47,109606.0,116591.0,119113.0
  Indiana,Johnson County,157.68,81978.02,178.93,189524.0,199005.0,202380.0
  Indiana,Knox County,172.43,46770.63,187.47,93571.0,102787.0,105010.0
  Indiana,Kosciusko County,172.43,74576.08,187.47,153490.0,181789.0,185721.0
  Indiana,LaGrange County,172.43,89486.29,187.47,189040.0,208017.0,212516.0
  Indiana,Lake County,170.99,75038.35,184.9,160115.0,167274.0,168814.0
  Indiana,LaPorte County,167.2,66458.33,178.09,141525.0,153256.0,155006.0
  Indiana,Lawrence County,172.43,55479.12,187.47,122053.0,124661.0,127358.0
  Indiana,Marion County,157.68,67629.32,178.93,151343.0,166606.0,169432.0
  Indiana,Marshall County,172.43,67935.85,187.47,141886.0,147279.0,150464.0
  Indiana,Martin County,172.43,50684.33,187.47,117201.0,124343.0,127032.0
  Indiana,Miami County,172.43,47211.69,187.47,91988.0,94186.0,96223.0
  Indiana,Monroe County,183.3,89185.04,207.26,199156.0,208402.0,213773.0
  Indiana,Montgomery County,172.43,61045.9,187.47,127117.0,133475.0,136362.0
  Indiana,Morgan County,157.68,86668.87,178.93,167994.0,183557.0,186669.0
  Indiana,Newton County,170.99,65408.63,184.9,119878.0,121430.0,122548.0
  Indiana,Noble County,172.43,62369.07,187.47,124585.0,133581.0,136470.0
  Indiana,Ohio County,156.89,80835.39,175.25,155425.0,161200.0,164537.0
  Indiana,Orange County,172.43,49361.15,187.47,97263.0,100557.0,102732.0
  Indiana,Owen County,183.3,63330.25,207.26,122317.0,122786.0,125951.0
  Indiana,Parke County,172.43,48699.82,187.47,96314.0,94399.0,96440.0
  Indiana,Perry County,172.43,55644.58,187.47,114775.0,118396.0,120957.0
  Indiana,Pike County,172.43,48809.95,187.47,102010.0,99177.0,101322.0
  Indiana,Porter County,170.99,94356.65,184.9,197025.0,212195.0,214148.0
  Indiana,Posey County,172.18,72779.31,183.37,145353.0,152909.0,156483.0
  Indiana,Pulaski County,172.43,51345.66,187.47,104120.0,109052.0,111411.0
  Indiana,Putnam County,157.68,72196.72,178.93,128647.0,138177.0,140520.0
  Indiana,Randolph County,172.43,43188.36,187.47,83971.0,86222.0,88087.0
  Indiana,Ripley County,172.43,71628.76,187.47,158026.0,161508.0,165001.0
  Indiana,Rush County,172.43,55589.77,187.47,110027.0,119564.0,122150.0
  Indiana,St. Joseph County,158.63,67536.88,180.11,144618.0,147337.0,149540.0
  Indiana,Scott County,172.43,54487.38,187.47,105069.0,109371.0,111736.0
  Indiana,Shelby County,157.68,71021.92,178.93,137980.0,142897.0,145321.0
  Indiana,Spencer County,172.43,64077.47,187.47,127645.0,135598.0,138531.0
  Indiana,Starke County,172.43,53495.12,187.47,113931.0,122644.0,125296.0
  Indiana,Steuben County,172.43,71077.56,187.47,148321.0,158003.0,161421.0
  Indiana,Sullivan County,150.3,42467.5,164.51,92352.0,90857.0,91918.0
  Indiana,Switzerland County,172.43,65731.06,187.47,116884.0,123599.0,126273.0
  Indiana,Tippecanoe County,143.71,87043.84,159.65,169615.0,211559.0,216760.0
  Indiana,Tipton County,131.19,65502.01,149.67,116190.0,120638.0,120760.0
  Indiana,Union County,172.43,56581.51,187.47,118256.0,123493.0,126164.0
  Indiana,Vanderburgh County,172.18,61880.09,183.37,143600.0,144744.0,148127.0
  Indiana,Vermillion County,150.3,40732.52,164.51,83603.0,84201.0,85185.0
  Indiana,Vigo County,150.3,46089.19,164.51,106070.0,123291.0,124731.0
  Indiana,Wabash County,172.43,52502.87,187.47,102538.0,106716.0,109024.0
  Indiana,Warren County,172.43,59172.03,187.47,121737.0,129652.0,132456.0
  Indiana,Warrick County,172.18,80711.58,183.37,167722.0,178359.0,182527.0
  Indiana,Washington County,182.65,60334.04,203.24,117934.0,125542.0,127057.0
  Indiana,Wayne County,172.43,54145.8,187.47,97052.0,108415.0,110760.0
  Indiana,Wells County,148.98,67379.92,166.52,125844.0,136772.0,138740.0
  Indiana,White County,172.43,58235.1,187.47,116357.0,120520.0,123127.0
  Indiana,Whitley County,148.98,76260.63,166.52,144611.0,153387.0,155594.0
  Iowa,Adair County,199.84,50228.53,215.88,104143.0,108675.0,109839.0
  Iowa,Adams County,199.84,49221.7,215.88,89578.0,90909.0,91883.0
  Iowa,Allamakee County,199.84,62144.79,215.88,129945.0,135480.0,136931.0
  Iowa,Appanoose County,199.84,43850.89,215.88,81151.0,84571.0,85477.0
  Iowa,Audubon County,199.84,36466.41,215.88,73972.0,82597.0,83482.0
  Iowa,Benton County,156.03,75124.42,166.18,162020.0,163254.0,164734.0
  Iowa,Black Hawk County,217.0,71965.2,228.88,145806.0,164148.0,163788.0
  Iowa,Boone County,199.84,67012.18,215.88,137228.0,137870.0,139346.0
  Iowa,Bremer County,217.0,80661.38,228.88,164247.0,171280.0,170904.0
  Iowa,Buchanan County,199.84,70928.33,215.88,143574.0,148052.0,149637.0
  Iowa,Buena Vista County,199.84,58228.64,215.88,117252.0,120104.0,121390.0
  Iowa,Butler County,199.84,60186.71,215.88,120477.0,121247.0,122545.0
  Iowa,Calhoun County,199.84,42676.25,215.88,83231.0,85195.0,86107.0
  Iowa,Carroll County,199.84,63431.64,215.88,138060.0,144312.0,145857.0
  Iowa,Cass County,199.84,50172.93,215.88,101750.0,106078.0,107214.0
  Iowa,Cedar County,199.84,75459.6,215.88,156787.0,162078.0,163813.0
  Iowa,Cerro Gordo County,199.84,64550.68,215.88,129425.0,133610.0,135041.0
  Iowa,Cherokee County,199.84,47207.52,215.88,99045.0,110857.0,112044.0
  Iowa,Chickasaw County,199.84,57949.13,215.88,116524.0,123740.0,125065.0
  Iowa,Clarke County,199.84,51123.67,215.88,108929.0,114597.0,115824.0
  Iowa,Clay County,199.84,61921.38,215.88,125471.0,128935.0,130316.0
  Iowa,Clayton County,199.84,59795.5,215.88,125888.0,126441.0,127795.0
  Iowa,Clinton County,199.84,61697.47,215.88,119541.0,122701.0,124015.0
  Iowa,Crawford County,199.84,50564.65,215.88,94364.0,97039.0,98078.0
  Iowa,Dallas County,179.19,112798.77,198.14,277011.0,292444.0,294790.0
  Iowa,Davis County,199.84,55991.05,215.88,118605.0,119480.0,120760.0
  Iowa,Decatur County,199.84,45697.26,215.88,79902.0,86441.0,87367.0
  Iowa,Delaware County,199.84,69081.95,215.88,139621.0,141402.0,142917.0
  Iowa,Des Moines County,199.84,55039.82,215.88,107785.0,112727.0,113934.0
  Iowa,Dickinson County,199.84,93977.41,215.88,186542.0,201870.0,204032.0
  Iowa,Dubuque County,184.06,86085.71,198.03,173828.0,175585.0,176824.0
  Iowa,Emmet County,199.84,47151.92,215.88,89890.0,92779.0,93773.0
  Iowa,Fayette County,199.84,49445.61,215.88,98629.0,108156.0,109314.0
  Iowa,Floyd County,199.84,55039.82,215.88,108929.0,110338.0,111519.0
  Iowa,Franklin County,199.84,48158.75,215.88,92075.0,97766.0,98813.0
  Iowa,Fremont County,199.84,56102.76,215.88,106848.0,113558.0,114774.0
  Iowa,Greene County,199.84,47823.14,215.88,98109.0,98390.0,99443.0
  Iowa,Grundy County,217.0,66898.84,228.88,132937.0,134584.0,134289.0
  Iowa,Guthrie County,179.19,60251.81,198.14,119086.0,121406.0,122380.0
  Iowa,Hamilton County,199.84,52466.62,215.88,105704.0,110234.0,111414.0
  Iowa,Hancock County,199.84,51347.58,215.88,107056.0,106182.0,107319.0
  Iowa,Hardin County,199.84,49725.11,215.88,96652.0,97974.0,99023.0
  Iowa,Harrison County,180.95,62693.7,205.62,121623.0,127053.0,129030.0
  Iowa,Henry County,199.84,58228.64,215.88,113091.0,120000.0,121285.0
  Iowa,Howard County,199.84,53026.14,215.88,111946.0,111273.0,112464.0
  Iowa,Humboldt County,199.84,50340.74,215.88,106432.0,107844.0,108999.0
  Iowa,Ida County,199.84,45026.04,215.88,100086.0,104831.0,105954.0
  Iowa,Iowa County,199.84,77697.69,215.88,152314.0,158441.0,160138.0
  Iowa,Jackson County,199.84,64047.26,215.88,128489.0,133195.0,134621.0
  Iowa,Jasper County,199.84,65949.24,215.88,133170.0,139428.0,140922.0
  Iowa,Jefferson County,199.84,56606.68,215.88,113819.0,122909.0,124225.0
  Iowa,Johnson County,175.37,103832.51,189.35,242164.0,262578.0,261162.0
  Iowa,Jones County,156.03,69092.69,166.18,136557.0,143730.0,145033.0
  Iowa,Keokuk County,199.84,43235.77,215.88,92387.0,93922.0,94928.0
  Iowa,Kossuth County,199.84,51739.29,215.88,107785.0,106078.0,107214.0
  Iowa,Lee County,199.84,47879.25,215.88,97069.0,98182.0,99233.0
  Iowa,Linn County,156.03,77825.56,166.18,161404.0,173016.0,174585.0
  Iowa,Louisa County,199.84,55991.05,215.88,112883.0,113039.0,114249.0
  Iowa,Lucas County,199.84,46200.68,215.88,91138.0,100156.0,101228.0
  Iowa,Lyon County,199.84,62257.0,215.88,137748.0,152623.0,154258.0
  Iowa,Madison County,179.19,93029.49,198.14,171077.0,182778.0,184244.0
  Iowa,Mahaska County,199.84,59515.49,215.88,118605.0,119792.0,121075.0
  Iowa,Marion County,199.84,76914.25,215.88,158556.0,163428.0,165179.0
  Iowa,Marshall County,199.84,58564.25,215.88,109761.0,110130.0,111309.0
  Iowa,Mills County,180.95,90169.2,205.62,174411.0,177937.0,180706.0
  Iowa,Mitchell County,199.84,60914.04,215.88,119021.0,124052.0,125380.0
  Iowa,Monona County,199.84,44522.62,215.88,90202.0,90286.0,91252.0
  Iowa,Monroe County,199.84,53976.88,215.88,96236.0,104104.0,105219.0
  Iowa,Montgomery County,199.84,44130.9,215.88,86769.0,89039.0,89992.0
  Iowa,Muscatine County,199.84,71096.13,215.88,132234.0,135584.0,137036.0
  Iowa,O'Brien County,199.84,57557.41,215.88,115900.0,111169.0,112359.0
  Iowa,Osceola County,199.84,46871.9,215.88,95612.0,97351.0,98393.0
  Iowa,Page County,199.84,46256.78,215.88,95092.0,98078.0,99128.0
  Iowa,Palo Alto County,199.84,47823.14,215.88,104039.0,106182.0,107319.0
  Iowa,Plymouth County,199.84,77473.78,215.88,162197.0,169870.0,171689.0
  Iowa,Pocahontas County,199.84,36298.6,215.88,78446.0,78961.0,79807.0
  Iowa,Polk County,179.19,87649.25,198.14,194401.0,204299.0,205938.0
  Iowa,Pottawattamie County,180.95,75832.83,205.62,149601.0,152969.0,155350.0
  Iowa,Poweshiek County,199.84,72102.97,215.88,145863.0,146597.0,148167.0
  Iowa,Ringgold County,199.84,43515.28,215.88,92699.0,102545.0,103643.0
  Iowa,Sac County,199.84,45529.46,215.88,94156.0,99532.0,100598.0
  Iowa,Scott County,186.95,81821.86,194.61,177600.0,180044.0,181756.0
  Iowa,Shelby County,199.84,60970.15,215.88,121726.0,125922.0,127270.0
  Iowa,Sioux County,199.84,78928.43,215.88,165839.0,174026.0,175889.0
  Iowa,Story County,184.26,98560.53,197.22,201316.0,203275.0,206426.0
  Iowa,Tama County,199.84,57725.22,215.88,112154.0,114701.0,115929.0
  Iowa,Taylor County,199.84,39487.42,215.88,82711.0,83740.0,84637.0
  Iowa,Union County,199.84,48886.08,215.88,103831.0,108052.0,109209.0
  Iowa,Van Buren County,199.84,42787.95,215.88,94572.0,96415.0,97448.0
  Iowa,Wapello County,199.84,45081.64,215.88,85312.0,85299.0,86212.0
  Iowa,Warren County,179.19,92855.41,198.14,181455.0,192766.0,194312.0
  Iowa,Washington County,175.37,67672.65,189.35,152390.0,155192.0,154355.0
  Iowa,Wayne County,199.84,39599.13,215.88,80734.0,84260.0,85162.0
  Iowa,Webster County,199.84,48158.75,215.88,100502.0,102961.0,104064.0
  Iowa,Winnebago County,199.84,52746.13,215.88,97901.0,98493.0,99548.0
  Iowa,Winneshiek County,199.84,88382.69,215.88,174578.0,184208.0,186180.0
  Iowa,Woodbury County,185.32,62912.8,202.16,132715.0,136233.0,135827.0
  Iowa,Worth County,199.84,54032.98,215.88,108513.0,110857.0,112044.0
  Iowa,Wright County,199.84,41165.99,215.88,88746.0,88831.0,89782.0
  Kansas,Allen County,190.4,38000.5,198.91,83605.0,82374.0,83408.0
  Kansas,Anderson County,190.4,50338.65,198.91,99221.0,99410.0,100657.0
  Kansas,Atchison County,190.4,49060.24,198.91,107932.0,114680.0,116119.0
  Kansas,Barber County,190.4,43502.69,198.91,70538.0,75103.0,76045.0
  Kansas,Barton County,190.4,45225.52,198.91,98052.0,96917.0,98133.0
  Kansas,Bourbon County,190.4,45336.76,198.91,88491.0,85906.0,86984.0
  Kansas,Brown County,190.4,47114.95,198.91,94228.0,91931.0,93084.0
  Kansas,Butler County,168.43,77171.75,181.94,157364.0,167902.0,171163.0
  Kansas,Chase County,190.4,42668.7,198.91,102195.0,107617.0,108967.0
  Kansas,Chautauqua County,190.4,27051.99,198.91,66395.0,51419.0,52064.0
  Kansas,Cherokee County,190.4,40390.22,198.91,85304.0,85698.0,86774.0
  Kansas,Cheyenne County,190.4,46114.87,198.91,89235.0,81751.0,82777.0
  Kansas,Clark County,190.4,34666.07,198.91,82542.0,78843.0,79832.0
  Kansas,Clay County,190.4,53728.45,198.91,103364.0,101799.0,103076.0
  Kansas,Cloud County,190.4,38444.92,198.91,78506.0,78739.0,79726.0
  Kansas,Coffey County,190.4,56785.56,198.91,125035.0,123717.0,125269.0
  Kansas,Comanche County,190.4,34443.61,198.91,83711.0,73026.0,73942.0
  Kansas,Cowley County,190.4,46336.83,198.91,92741.0,92451.0,93610.0
  Kansas,Crawford County,190.4,47837.7,198.91,96671.0,97540.0,98764.0
  Kansas,Decatur County,190.4,31164.54,198.91,68732.0,70532.0,71417.0
  Kansas,Dickinson County,190.4,60231.22,198.91,116324.0,119147.0,120641.0
  Kansas,Doniphan County,185.0,45932.81,199.02,111998.0,102068.0,105451.0
  Kansas,Douglas County,189.15,98946.07,207.28,218776.0,219860.0,223361.0
  Kansas,Edwards County,190.4,31442.37,198.91,64377.0,63780.0,64581.0
  Kansas,Elk County,190.4,27441.05,198.91,53541.0,56821.0,57533.0
  Kansas,Ellis County,190.4,83573.24,198.91,174752.0,175656.0,177859.0
  Kansas,Ellsworth County,190.4,45336.76,198.91,100071.0,103254.0,104549.0
  Kansas,Finney County,190.4,65121.88,198.91,149256.0,158412.0,160400.0
  Kansas,Ford County,190.4,55395.91,198.91,116749.0,116862.0,118328.0
  Kansas,Franklin County,184.65,74009.95,212.35,132148.0,137092.0,139694.0
  Kansas,Geary County,216.01,73212.24,226.28,146246.0,153645.0,153561.0
  Kansas,Gove County,190.4,42502.11,198.91,85623.0,93074.0,94241.0
  Kansas,Graham County,190.4,38222.97,198.91,74469.0,75311.0,76256.0
  Kansas,Grant County,190.4,55340.55,198.91,115793.0,120601.0,122114.0
  Kansas,Gray County,190.4,60064.12,198.91,139483.0,140753.0,142519.0
  Kansas,Greeley County,190.4,47059.59,198.91,104001.0,115511.0,116960.0
  Kansas,Greenwood County,190.4,31886.79,198.91,67457.0,69286.0,70155.0
  Kansas,Hamilton County,190.4,48226.76,198.91,89872.0,84971.0,86037.0
  Kansas,Harper County,190.4,37277.75,198.91,76806.0,77181.0,78149.0
  Kansas,Harvey County,168.43,65039.16,181.94,130712.0,135721.0,138357.0
  Kansas,Haskell County,190.4,64566.23,198.91,111225.0,111148.0,112543.0
  Kansas,Hodgeman County,190.4,46170.24,198.91,86792.0,88088.0,89193.0
  Kansas,Jackson County,168.84,66441.64,180.59,139677.0,141528.0,145015.0
  Kansas,Jefferson County,168.84,70721.09,180.59,152854.0,158234.0,162132.0
  Kansas,Jewell County,190.4,29608.3,198.91,56091.0,58275.0,59006.0
  Kansas,Johnson County,184.65,130339.84,212.35,291757.0,310706.0,316603.0
  Kansas,Kearny County,190.4,52394.67,198.91,116324.0,121224.0,122745.0
  Kansas,Kingman County,190.4,49004.37,198.91,100071.0,95047.0,96240.0
  Kansas,Kiowa County,190.4,67511.6,198.91,127372.0,118316.0,119800.0
  Kansas,Labette County,190.4,39111.81,198.91,83711.0,79362.0,80358.0
  Kansas,Lane County,190.4,36888.69,198.91,81480.0,94320.0,95503.0
  Kansas,Leavenworth County,184.65,96269.67,212.35,206219.0,223310.0,227548.0
  Kansas,Lincoln County,190.4,37277.75,198.91,77762.0,75519.0,76466.0
  Kansas,Linn County,184.65,54403.41,212.35,105003.0,117921.0,120159.0
  Kansas,Logan County,190.4,44113.71,198.91,92634.0,89957.0,91086.0
  Kansas,Lyon County,190.4,52005.61,198.91,110588.0,110941.0,112332.0
  Kansas,McPherson County,190.4,73958.5,198.91,155736.0,157685.0,159663.0
  Kansas,Marion County,190.4,45447.48,198.91,92210.0,94320.0,95503.0
  Kansas,Marshall County,190.4,48282.13,198.91,100814.0,102734.0,104023.0
  Kansas,Meade County,190.4,48170.89,198.91,98477.0,100553.0,101814.0
  Kansas,Miami County,184.65,100773.38,212.35,201063.0,215706.0,219800.0
  Kansas,Mitchell County,190.4,49560.54,198.91,90616.0,92347.0,93505.0
  Kansas,Montgomery County,190.4,39334.27,198.91,79674.0,79154.0,80147.0
  Kansas,Morris County,190.4,47448.65,198.91,107507.0,106993.0,108335.0
  Kansas,Morton County,190.4,55340.55,198.91,100602.0,91931.0,93084.0
  Kansas,Nemaha County,190.4,61175.93,198.91,131197.0,135559.0,137260.0
  Kansas,Neosho County,190.4,38889.85,198.91,86261.0,85179.0,86248.0
  Kansas,Ness County,190.4,37388.98,198.91,77974.0,76142.0,77097.0
  Kansas,Norton County,190.4,40612.68,198.91,79780.0,86114.0,87194.0
  Kansas,Osage County,168.84,54714.76,180.59,116696.0,121565.0,124560.0
  Kansas,Osborne County,190.4,31998.02,198.91,72769.0,71675.0,72574.0
  Kansas,Ottawa County,190.4,51561.19,198.91,104957.0,109798.0,111175.0
  Kansas,Pawnee County,190.4,43113.63,198.91,79993.0,85595.0,86668.0
  Kansas,Phillips County,190.4,40501.45,198.91,84986.0,82686.0,83723.0
  Kansas,Pottawatomie County,216.01,86489.32,226.28,186355.0,189062.0,188958.0
  Kansas,Pratt County,190.4,47837.7,198.91,99008.0,95463.0,96660.0
  Kansas,Rawlins County,190.4,42113.05,198.91,100921.0,105539.0,106863.0
  Kansas,Reno County,190.4,52394.67,198.91,104214.0,105227.0,106547.0
  Kansas,Republic County,190.4,27273.95,198.91,66714.0,68559.0,69419.0
  Kansas,Rice County,190.4,41946.46,198.91,79355.0,77596.0,78569.0
  Kansas,Riley County,216.01,96139.01,226.28,222351.0,213224.0,213107.0
  Kansas,Rooks County,190.4,37833.91,198.91,82861.0,81855.0,82882.0
  Kansas,Rush County,190.4,34610.2,198.91,76806.0,73545.0,74467.0
  Kansas,Russell County,190.4,45114.29,198.91,94865.0,97021.0,98238.0
  Kansas,Saline County,190.4,68011.89,198.91,136508.0,142104.0,143886.0
  Kansas,Scott County,190.4,70123.78,198.91,142564.0,141480.0,143255.0
  Kansas,Sedgwick County,168.43,70306.26,181.94,156833.0,166395.0,169627.0
  Kansas,Seward County,190.4,48504.59,198.91,104320.0,109382.0,110755.0
  Kansas,Shawnee County,168.84,70472.11,180.59,143367.0,141213.0,144692.0
  Kansas,Sheridan County,190.4,50894.31,198.91,113562.0,118316.0,119800.0
  Kansas,Sherman County,190.4,42891.17,198.91,98477.0,115719.0,117171.0
  Kansas,Smith County,190.4,35666.15,198.91,71069.0,72922.0,73836.0
  Kansas,Stafford County,190.4,36277.67,198.91,66076.0,68455.0,69314.0
  Kansas,Stanton County,190.4,41112.98,198.91,84667.0,96190.0,97397.0
  Kansas,Stevens County,190.4,53673.08,198.91,118874.0,119355.0,120852.0
  Kansas,Sumner County,168.43,47145.48,181.94,92804.0,96651.0,98529.0
  Kansas,Thomas County,190.4,58508.39,198.91,128328.0,134728.0,136418.0
  Kansas,Trego County,190.4,48393.36,198.91,95715.0,103150.0,104444.0
  Kansas,Wabaunsee County,168.84,64162.97,180.59,136093.0,154137.0,157934.0
  Kansas,Wallace County,190.4,42502.11,198.91,105489.0,92866.0,94031.0
  Kansas,Washington County,190.4,38333.69,198.91,83074.0,85179.0,86248.0
  Kansas,Wichita County,190.4,39334.27,198.91,94440.0,92347.0,93505.0
  Kansas,Wilson County,190.4,33498.9,198.91,71600.0,76350.0,77307.0
  Kansas,Woodson County,190.4,26940.76,198.91,63527.0,76453.0,77412.0
  Kansas,Wyandotte County,184.65,50466.59,212.35,112789.0,112137.0,114265.0
  Kentucky,Adair County,178.15,44467.13,192.33,94723.0,101508.0,103274.0
  Kentucky,Allen County,178.15,51521.87,192.33,118721.0,126991.0,129200.0
  Kentucky,Anderson County,178.15,73763.98,192.33,150330.0,157738.0,160482.0
  Kentucky,Ballard County,178.15,54914.95,192.33,105506.0,108353.0,110238.0
  Kentucky,Barren County,178.15,57069.2,192.33,123161.0,132045.0,134342.0
  Kentucky,Bath County,178.15,39673.76,192.33,93243.0,94453.0,96096.0
  Kentucky,Bell County,178.15,32619.02,192.33,63325.0,62969.0,64064.0
  Kentucky,Boyd County,173.98,52578.89,177.21,117872.0,116240.0,118318.0
  Kentucky,Greenup County,173.98,51525.81,177.21,116907.0,121989.0,124170.0
  Kentucky,Boyle County,178.15,71448.27,192.33,150224.0,154158.0,156840.0
  Kentucky,Breathitt County,178.15,25671.41,192.33,53704.0,56861.0,57851.0
  Kentucky,Breckinridge County,178.15,47482.97,192.33,105295.0,108353.0,110238.0
  Kentucky,Butler County,178.15,48990.9,192.33,95251.0,96980.0,98668.0
  Kentucky,Caldwell County,178.15,52168.19,192.33,94194.0,92558.0,94168.0
  Kentucky,Calloway County,178.15,64662.62,192.33,145044.0,144575.0,147091.0
  Kentucky,Carlisle County,178.15,41666.56,192.33,98846.0,94032.0,95668.0
  Kentucky,Carroll County,178.15,53514.66,192.33,117558.0,122042.0,124165.0
  Kentucky,Carter County,178.15,41612.74,192.33,93454.0,100034.0,101774.0
  Kentucky,Casey County,178.15,41289.32,192.33,85314.0,92242.0,93847.0
  Kentucky,Clay County,178.15,30410.96,192.33,61633.0,56967.0,57958.0
  Kentucky,Clinton County,178.15,35257.63,192.33,69139.0,76658.0,77991.0
  Kentucky,Crittenden County,178.15,41020.23,192.33,94934.0,94664.0,96311.0
  Kentucky,Cumberland County,178.15,34288.4,192.33,96626.0,94137.0,95775.0
  Kentucky,Elliott County,178.15,35688.69,192.33,79711.0,87082.0,88597.0
  Kentucky,Estill County,178.15,38543.08,192.33,79605.0,80870.0,82277.0
  Kentucky,Fleming County,178.15,46782.83,192.33,97577.0,94664.0,96311.0
  Kentucky,Floyd County,178.15,38112.02,192.33,76857.0,78342.0,79705.0
  Kentucky,Franklin County,178.15,74141.21,192.33,150224.0,150472.0,153090.0
  Kentucky,Fulton County,178.15,32941.93,192.33,66708.0,69603.0,70814.0
  Kentucky,Garrard County,178.15,69294.03,192.33,147053.0,147945.0,150519.0
  Kentucky,Graves County,178.15,50121.58,192.33,104449.0,109827.0,111738.0
  Kentucky,Grayson County,178.15,51521.87,192.33,113118.0,119936.0,122022.0
  Kentucky,Green County,178.15,40051.0,192.33,81931.0,83713.0,85169.0
  Kentucky,Harlan County,178.15,28095.26,192.33,61845.0,63495.0,64600.0
  Kentucky,Harrison County,178.15,60946.64,192.33,145044.0,147419.0,149983.0
  Kentucky,Hart County,178.15,45113.45,192.33,97789.0,99402.0,101132.0
  Kentucky,Hickman County,178.15,36927.52,192.33,83622.0,84871.0,86348.0
  Kentucky,Hopkins County,178.15,48290.75,192.33,111955.0,114460.0,116451.0
  Kentucky,Jackson County,178.15,35581.05,192.33,82671.0,91821.0,93418.0
  Kentucky,Johnson County,178.15,42743.43,192.33,101806.0,106668.0,108524.0
  Kentucky,Knott County,178.15,31272.55,192.33,54127.0,54229.0,55172.0
  Kentucky,Knox County,178.15,42312.88,192.33,87111.0,91400.0,92990.0
